Mod:Item:MetaData, Localized Name
rebornmod:soft_tissue:41, Echo Soft Tissue
rebornmod:soft_tissue:49, Edmontosaurus Soft Tissue
rebornmod:soft_tissue:83, Elasmotherium Soft Tissue
rebornmod:soft_tissue:10, Gallimimus Soft Tissue
rebornmod:soft_tissue:13, Giganotosaurus Soft Tissue
rebornmod:soft_tissue:67, Guanlong Soft Tissue
rebornmod:soft_tissue:37, Herrerasaurus Soft Tissue
rebornmod:soft_tissue:68, Hyaenodon Soft Tissue
rebornmod:soft_tissue:25, Hypsilophodon Soft Tissue
rebornmod:soft_tissue:15, Indominus Soft Tissue
rebornmod:soft_tissue:78, Indoraptor Soft Tissue
rebornmod:soft_tissue:50, Lambeosaurus Soft Tissue
rebornmod:soft_tissue:36, Leaellynasaura Soft Tissue
rebornmod:soft_tissue:27, Leptictidium Soft Tissue
rebornmod:soft_tissue:33, Ludodactylus Soft Tissue
rebornmod:soft_tissue:16, Majungasaurus Soft Tissue
rebornmod:soft_tissue:46, Mamenchisaurus Soft Tissue
rebornmod:soft_tissue:74, Mammoth Soft Tissue
rebornmod:soft_tissue:77, Mawsonia Soft Tissue
rebornmod:soft_tissue:43, Megapiranha Soft Tissue
rebornmod:soft_tissue:84, Megatherium Soft Tissue
rebornmod:soft_tissue:51, Metriacanthosaurus Soft Tissue
rebornmod:soft_tissue:28, Microceratus Soft Tissue
rebornmod:soft_tissue:3, Microraptor Soft Tissue
rebornmod:soft_tissue:52, Moganopterus Soft Tissue
rebornmod:soft_tissue:58, Mosasaurus Soft Tissue
rebornmod:soft_tissue:5, Mussaurus Soft Tissue
rebornmod:soft_tissue:53, Ornithomimus Soft Tissue
rebornmod:soft_tissue:30, Othnielia Soft Tissue
rebornmod:soft_tissue:57, Oviraptor Soft Tissue
rebornmod:soft_tissue:56, Pachycephalosaurus Soft Tissue
rebornmod:soft_tissue:14, Parasaurolophus Soft Tissue
rebornmod:soft_tissue:70, Postosuchus Soft Tissue
rebornmod:soft_tissue:62, Proceratosaurus Soft Tissue
rebornmod:soft_tissue:34, Protoceratops Soft Tissue
rebornmod:soft_tissue:17, Pteranodon Soft Tissue
rebornmod:soft_tissue:75, Quetzalcoatlus Soft Tissue
rebornmod:soft_tissue:86, Raphus Rex Soft Tissue
rebornmod:soft_tissue:18, Rugops Soft Tissue
rebornmod:soft_tissue:19, Segisaurus Soft Tissue
rebornmod:soft_tissue:80, Sinoceratops Soft Tissue
rebornmod:soft_tissue:85, Smilodon Soft Tissue
rebornmod:soft_tissue:88, Spinoraptor Soft Tissue
rebornmod:soft_tissue:24, Spinosaurus Soft Tissue
rebornmod:soft_tissue:23, Stegosaurus Soft Tissue
rebornmod:soft_tissue:71, Styracosaurus Soft Tissue
rebornmod:soft_tissue:72, Suchomimus Soft Tissue
rebornmod:soft_tissue:42, Therizinosaurus Soft Tissue
rebornmod:soft_tissue:87, Titanis Soft Tissue
rebornmod:soft_tissue:20, Triceratops Soft Tissue
rebornmod:soft_tissue:55, Troodon Soft Tissue
rebornmod:soft_tissue:35, Tropeognathus Soft Tissue
rebornmod:soft_tissue:32, Tylosaurus Soft Tissue
rebornmod:soft_tissue:21, Tyrannosaurus Soft Tissue
rebornmod:soft_tissue:0, Velociraptor Soft Tissue
rebornmod:soft_tissue:54, Zhenyuanopterus Soft Tissue
rebornmod:psaronius_sapling, Psaronius Sapling
rebornmod:small_royal_fern, Royal Fern
rebornmod:fossil_block_4:0, Chilesaurus Fossil
rebornmod:fossil_block_4:1, Crassigyrinus Fossil
rebornmod:fossil_block_4:2, Diplocaulus Fossil
rebornmod:fossil_block_4:3, Guanlong Fossil
rebornmod:fossil_block_4:4, Hyaenodon Fossil
rebornmod:fossil_block_4:5, Perisphinctes Fossil
rebornmod:fossil_block_4:6, Postosuchus Fossil
rebornmod:fossil_block_4:7, Styracosaurus Fossil
rebornmod:fossil_block_4:8, Suchomimus Fossil
rebornmod:fossil_block_4:9, Allosaurus Fossil
rebornmod:fossil_block_4:10, Mammoth Fossil
rebornmod:fossil_block_4:11, Quetzalcoatlus Fossil
rebornmod:fossil_block_4:12, Coelurus Fossil
rebornmod:fossil_block_4:13, Mawsonia Fossil
rebornmod:fossil_block_4:15, Dreadnoughtus Fossil
rebornmod:ginkgo_leaves, Ginkgo Leaves
rebornmod:gypsum_powder, Gypsum Powder
rebornmod:display_block, tile.display_block.name
rebornmod:pregnancy_test, Pregnancy Test
rebornmod:lithostrotion, Lithostrotion
rebornmod:heliconia, Heliconia
rebornmod:display_block_item:96, Achillobator Action Figure
rebornmod:display_block_item:99, Achillobator Fossilized Skeleton
rebornmod:display_block_item:101, Achillobator Fresh Skeleton
rebornmod:display_block_item:352, Alligator Gar Action Figure
rebornmod:display_block_item:355, Alligator Gar Fossilized Skeleton
rebornmod:display_block_item:357, Alligator Gar Fresh Skeleton
rebornmod:display_block_item:1168, Allosaurus Action Figure
rebornmod:display_block_item:1171, Allosaurus Fossilized Skeleton
rebornmod:display_block_item:1173, Allosaurus Fresh Skeleton
rebornmod:display_block_item:944, Alvarezsaurus Action Figure
rebornmod:display_block_item:947, Alvarezsaurus Fossilized Skeleton
rebornmod:display_block_item:949, Alvarezsaurus Fresh Skeleton
rebornmod:display_block_item:1104, Perisphinctes Action Figure
rebornmod:display_block_item:1107, Perisphinctes Fossilized Skeleton
rebornmod:display_block_item:1109, Perisphinctes Fresh Skeleton
rebornmod:display_block_item:1440, Ankylodocus Action Figure
rebornmod:display_block_item:1445, Ankylodocus Fresh Skeleton
rebornmod:display_block_item:112, Ankylosaurus Action Figure
rebornmod:display_block_item:115, Ankylosaurus Fossilized Skeleton
rebornmod:display_block_item:117, Ankylosaurus Fresh Skeleton
rebornmod:display_block_item:464, Apatosaurus Action Figure
rebornmod:display_block_item:467, Apatosaurus Fossilized Skeleton
rebornmod:display_block_item:469, Apatosaurus Fresh Skeleton
rebornmod:display_block_item:1296, Arsinoitherium Action Figure
rebornmod:display_block_item:1299, Arsinoitherium Fossilized Skeleton
rebornmod:display_block_item:1301, Arsinoitherium Fresh Skeleton
rebornmod:display_block_item:704, Baryonyx Action Figure
rebornmod:display_block_item:707, Baryonyx Fossilized Skeleton
rebornmod:display_block_item:709, Baryonyx Fresh Skeleton
rebornmod:display_block_item:960, Beelzebufo Action Figure
rebornmod:display_block_item:963, Beelzebufo Fossilized Skeleton
rebornmod:display_block_item:965, Beelzebufo Fresh Skeleton
rebornmod:display_block_item:608, Blue Action Figure
rebornmod:display_block_item:613, Blue Fresh Skeleton
rebornmod:display_block_item:64, Brachiosaurus Action Figure
rebornmod:display_block_item:67, Brachiosaurus Fossilized Skeleton
rebornmod:display_block_item:69, Brachiosaurus Fresh Skeleton
rebornmod:display_block_item:1456, Camarasaurus Action Figure
rebornmod:display_block_item:1459, Camarasaurus Fossilized Skeleton
rebornmod:display_block_item:1461, Camarasaurus Fresh Skeleton
rebornmod:display_block_item:1008, Carcharodontosaurus Action Figure
rebornmod:display_block_item:1011, Carcharodontosaurus Fossilized Skeleton
rebornmod:display_block_item:1013, Carcharodontosaurus Fresh Skeleton
rebornmod:display_block_item:176, Carnotaurus Action Figure
rebornmod:display_block_item:179, Carnotaurus Fossilized Skeleton
rebornmod:display_block_item:181, Carnotaurus Fresh Skeleton
rebornmod:display_block_item:720, Cearadactylus Action Figure
rebornmod:display_block_item:723, Cearadactylus Fossilized Skeleton
rebornmod:display_block_item:725, Cearadactylus Fresh Skeleton
rebornmod:display_block_item:976, Ceratosaurus Action Figure
rebornmod:display_block_item:979, Ceratosaurus Fossilized Skeleton
rebornmod:display_block_item:981, Ceratosaurus Fresh Skeleton
rebornmod:display_block_item:624, Charlie Action Figure
rebornmod:display_block_item:629, Charlie Fresh Skeleton
rebornmod:display_block_item:752, Chasmosaurus Action Figure
rebornmod:display_block_item:755, Chasmosaurus Fossilized Skeleton
rebornmod:display_block_item:757, Chasmosaurus Fresh Skeleton
rebornmod:display_block_item:1024, Chilesaurus Action Figure
rebornmod:display_block_item:1027, Chilesaurus Fossilized Skeleton
rebornmod:display_block_item:1029, Chilesaurus Fresh Skeleton
rebornmod:display_block_item:32, Coelacanth Action Figure
rebornmod:display_block_item:35, Coelacanth Fossilized Skeleton
rebornmod:display_block_item:37, Coelacanth Fresh Skeleton
rebornmod:display_block_item:1216, Coelurus Action Figure
rebornmod:display_block_item:1219, Coelurus Fossilized Skeleton
rebornmod:display_block_item:1221, Coelurus Fresh Skeleton
rebornmod:display_block_item:144, Compsognathus Action Figure
rebornmod:display_block_item:147, Compsognathus Fossilized Skeleton
rebornmod:display_block_item:149, Compsognathus Fresh Skeleton
rebornmod:display_block_item:768, Corythosaurus Action Figure
rebornmod:display_block_item:771, Corythosaurus Fossilized Skeleton
rebornmod:display_block_item:773, Corythosaurus Fresh Skeleton
rebornmod:display_block_item:1040, Crassigyrinus Action Figure
rebornmod:display_block_item:1043, Crassigyrinus Fossilized Skeleton
rebornmod:display_block_item:1045, Crassigyrinus Fresh Skeleton
rebornmod:display_block_item:1312, Deinotherium Action Figure
rebornmod:display_block_item:1315, Deinotherium Fossilized Skeleton
rebornmod:display_block_item:1317, Deinotherium Fresh Skeleton
rebornmod:display_block_item:640, Delta Action Figure
rebornmod:display_block_item:645, Delta Fresh Skeleton
rebornmod:display_block_item:128, Dilophosaurus Action Figure
rebornmod:display_block_item:131, Dilophosaurus Fossilized Skeleton
rebornmod:display_block_item:133, Dilophosaurus Fresh Skeleton
rebornmod:display_block_item:496, Dimorphodon Action Figure
rebornmod:display_block_item:499, Dimorphodon Fossilized Skeleton
rebornmod:display_block_item:501, Dimorphodon Fresh Skeleton
rebornmod:display_block_item:1056, Diplocaulus Action Figure
rebornmod:display_block_item:1059, Diplocaulus Fossilized Skeleton
rebornmod:display_block_item:1061, Diplocaulus Fresh Skeleton
rebornmod:display_block_item:1424, Diplodocus Action Figure
rebornmod:display_block_item:1427, Diplodocus Fossilized Skeleton
rebornmod:display_block_item:1429, Diplodocus Fresh Skeleton
rebornmod:display_block_item:416, Dodo Action Figure
rebornmod:display_block_item:419, Dodo Fossilized Skeleton
rebornmod:display_block_item:421, Dodo Fresh Skeleton
rebornmod:display_block_item:1264, Dreadnoughtus Action Figure
rebornmod:display_block_item:1267, Dreadnoughtus Fossilized Skeleton
rebornmod:display_block_item:1269, Dreadnoughtus Fresh Skeleton
rebornmod:display_block_item:192, Dunkleosteus Action Figure
rebornmod:display_block_item:195, Dunkleosteus Fossilized Skeleton
rebornmod:display_block_item:197, Dunkleosteus Fresh Skeleton
rebornmod:display_block_item:656, Echo Action Figure
rebornmod:display_block_item:661, Echo Fresh Skeleton
rebornmod:display_block_item:784, Edmontosaurus Action Figure
rebornmod:display_block_item:787, Edmontosaurus Fossilized Skeleton
rebornmod:display_block_item:789, Edmontosaurus Fresh Skeleton
rebornmod:display_block_item:1328, Elasmotherium Action Figure
rebornmod:display_block_item:1331, Elasmotherium Fossilized Skeleton
rebornmod:display_block_item:1333, Elasmotherium Fresh Skeleton
rebornmod:display_block_item:160, Gallimimus Action Figure
rebornmod:display_block_item:163, Gallimimus Fossilized Skeleton
rebornmod:display_block_item:165, Gallimimus Fresh Skeleton
rebornmod:display_block_item:208, Giganotosaurus Action Figure
rebornmod:display_block_item:211, Giganotosaurus Fossilized Skeleton
rebornmod:display_block_item:213, Giganotosaurus Fresh Skeleton
rebornmod:display_block_item:1072, Guanlong Action Figure
rebornmod:display_block_item:1075, Guanlong Fossilized Skeleton
rebornmod:display_block_item:1077, Guanlong Fresh Skeleton
rebornmod:display_block_item:592, Herrerasaurus Action Figure
rebornmod:display_block_item:595, Herrerasaurus Fossilized Skeleton
rebornmod:display_block_item:597, Herrerasaurus Fresh Skeleton
rebornmod:display_block_item:1088, Hyaenodon Action Figure
rebornmod:display_block_item:1091, Hyaenodon Fossilized Skeleton
rebornmod:display_block_item:1093, Hyaenodon Fresh Skeleton
rebornmod:display_block_item:400, Hypsilophodon Action Figure
rebornmod:display_block_item:403, Hypsilophodon Fossilized Skeleton
rebornmod:display_block_item:405, Hypsilophodon Fresh Skeleton
rebornmod:display_block_item:240, Indominus Action Figure
rebornmod:display_block_item:245, Indominus Fresh Skeleton
rebornmod:display_block_item:1248, Indoraptor Action Figure
rebornmod:display_block_item:1253, Indoraptor Fresh Skeleton
rebornmod:display_block_item:800, Lambeosaurus Action Figure
rebornmod:display_block_item:803, Lambeosaurus Fossilized Skeleton
rebornmod:display_block_item:805, Lambeosaurus Fresh Skeleton
rebornmod:display_block_item:576, Leaellynasaura Action Figure
rebornmod:display_block_item:579, Leaellynasaura Fossilized Skeleton
rebornmod:display_block_item:581, Leaellynasaura Fresh Skeleton
rebornmod:display_block_item:432, Leptictidium Action Figure
rebornmod:display_block_item:435, Leptictidium Fossilized Skeleton
rebornmod:display_block_item:437, Leptictidium Fresh Skeleton
rebornmod:display_block_item:528, Ludodactylus Action Figure
rebornmod:display_block_item:531, Ludodactylus Fossilized Skeleton
rebornmod:display_block_item:533, Ludodactylus Fresh Skeleton
rebornmod:display_block_item:256, Majungasaurus Action Figure
rebornmod:display_block_item:259, Majungasaurus Fossilized Skeleton
rebornmod:display_block_item:261, Majungasaurus Fresh Skeleton
rebornmod:display_block_item:736, Mamenchisaurus Action Figure
rebornmod:display_block_item:739, Mamenchisaurus Fossilized Skeleton
rebornmod:display_block_item:741, Mamenchisaurus Fresh Skeleton
rebornmod:display_block_item:1184, Mammoth Action Figure
rebornmod:display_block_item:1187, Mammoth Fossilized Skeleton
rebornmod:display_block_item:1189, Mammoth Fresh Skeleton
rebornmod:display_block_item:1232, Mawsonia Action Figure
rebornmod:display_block_item:1235, Mawsonia Fossilized Skeleton
rebornmod:display_block_item:1237, Mawsonia Fresh Skeleton
rebornmod:display_block_item:688, Megapiranha Action Figure
rebornmod:display_block_item:691, Megapiranha Fossilized Skeleton
rebornmod:display_block_item:693, Megapiranha Fresh Skeleton
rebornmod:display_block_item:1344, Megatherium Action Figure
rebornmod:display_block_item:1347, Megatherium Fossilized Skeleton
rebornmod:display_block_item:1349, Megatherium Fresh Skeleton
rebornmod:display_block_item:816, Metriacanthosaurus Action Figure
rebornmod:display_block_item:819, Metriacanthosaurus Fossilized Skeleton
rebornmod:display_block_item:821, Metriacanthosaurus Fresh Skeleton
rebornmod:display_block_item:448, Microceratus Action Figure
rebornmod:display_block_item:451, Microceratus Fossilized Skeleton
rebornmod:display_block_item:453, Microceratus Fresh Skeleton
rebornmod:display_block_item:48, Microraptor Action Figure
rebornmod:display_block_item:51, Microraptor Fossilized Skeleton
rebornmod:display_block_item:53, Microraptor Fresh Skeleton
rebornmod:display_block_item:832, Moganopterus Action Figure
rebornmod:display_block_item:835, Moganopterus Fossilized Skeleton
rebornmod:display_block_item:837, Moganopterus Fresh Skeleton
rebornmod:display_block_item:928, Mosasaurus Action Figure
rebornmod:display_block_item:931, Mosasaurus Fossilized Skeleton
rebornmod:display_block_item:933, Mosasaurus Fresh Skeleton
rebornmod:display_block_item:80, Mussaurus Action Figure
rebornmod:display_block_item:83, Mussaurus Fossilized Skeleton
rebornmod:display_block_item:85, Mussaurus Fresh Skeleton
rebornmod:display_block_item:848, Ornithomimus Action Figure
rebornmod:display_block_item:851, Ornithomimus Fossilized Skeleton
rebornmod:display_block_item:853, Ornithomimus Fresh Skeleton
rebornmod:display_block_item:480, Othnielia Action Figure
rebornmod:display_block_item:483, Othnielia Fossilized Skeleton
rebornmod:display_block_item:485, Othnielia Fresh Skeleton
rebornmod:display_block_item:912, Oviraptor Action Figure
rebornmod:display_block_item:915, Oviraptor Fossilized Skeleton
rebornmod:display_block_item:917, Oviraptor Fresh Skeleton
rebornmod:display_block_item:896, Pachycephalosaurus Action Figure
rebornmod:display_block_item:899, Pachycephalosaurus Fossilized Skeleton
rebornmod:display_block_item:901, Pachycephalosaurus Fresh Skeleton
rebornmod:display_block_item:224, Parasaurolophus Action Figure
rebornmod:display_block_item:227, Parasaurolophus Fossilized Skeleton
rebornmod:display_block_item:229, Parasaurolophus Fresh Skeleton
rebornmod:display_block_item:1120, Postosuchus Action Figure
rebornmod:display_block_item:1123, Postosuchus Fossilized Skeleton
rebornmod:display_block_item:1125, Postosuchus Fresh Skeleton
rebornmod:display_block_item:992, Proceratosaurus Action Figure
rebornmod:display_block_item:995, Proceratosaurus Fossilized Skeleton
rebornmod:display_block_item:997, Proceratosaurus Fresh Skeleton
rebornmod:display_block_item:544, Protoceratops Action Figure
rebornmod:display_block_item:547, Protoceratops Fossilized Skeleton
rebornmod:display_block_item:549, Protoceratops Fresh Skeleton
rebornmod:display_block_item:272, Pteranodon Action Figure
rebornmod:display_block_item:275, Pteranodon Fossilized Skeleton
rebornmod:display_block_item:277, Pteranodon Fresh Skeleton
rebornmod:display_block_item:1200, Quetzalcoatlus Action Figure
rebornmod:display_block_item:1203, Quetzalcoatlus Fossilized Skeleton
rebornmod:display_block_item:1205, Quetzalcoatlus Fresh Skeleton
rebornmod:display_block_item:1376, Raphus Rex Action Figure
rebornmod:display_block_item:1381, Raphus Rex Fresh Skeleton
rebornmod:display_block_item:288, Rugops Action Figure
rebornmod:display_block_item:291, Rugops Fossilized Skeleton
rebornmod:display_block_item:293, Rugops Fresh Skeleton
rebornmod:display_block_item:304, Segisaurus Action Figure
rebornmod:display_block_item:307, Segisaurus Fossilized Skeleton
rebornmod:display_block_item:309, Segisaurus Fresh Skeleton
rebornmod:display_block_item:1280, Sinoceratops Action Figure
rebornmod:display_block_item:1283, Sinoceratops Fossilized Skeleton
rebornmod:display_block_item:1285, Sinoceratops Fresh Skeleton
rebornmod:display_block_item:1360, Smilodon Action Figure
rebornmod:display_block_item:1363, Smilodon Fossilized Skeleton
rebornmod:display_block_item:1365, Smilodon Fresh Skeleton
rebornmod:display_block_item:1408, Spinoraptor Action Figure
rebornmod:display_block_item:1413, Spinoraptor Fresh Skeleton
rebornmod:display_block_item:384, Spinosaurus Action Figure
rebornmod:display_block_item:387, Spinosaurus Fossilized Skeleton
rebornmod:display_block_item:389, Spinosaurus Fresh Skeleton
rebornmod:display_block_item:368, Stegosaurus Action Figure
rebornmod:display_block_item:371, Stegosaurus Fossilized Skeleton
rebornmod:display_block_item:373, Stegosaurus Fresh Skeleton
rebornmod:display_block_item:1136, Styracosaurus Action Figure
rebornmod:display_block_item:1139, Styracosaurus Fossilized Skeleton
rebornmod:display_block_item:1141, Styracosaurus Fresh Skeleton
rebornmod:display_block_item:1152, Suchomimus Action Figure
rebornmod:display_block_item:1155, Suchomimus Fossilized Skeleton
rebornmod:display_block_item:1157, Suchomimus Fresh Skeleton
rebornmod:display_block_item:672, Therizinosaurus Action Figure
rebornmod:display_block_item:675, Therizinosaurus Fossilized Skeleton
rebornmod:display_block_item:677, Therizinosaurus Fresh Skeleton
rebornmod:display_block_item:1392, Titanis Action Figure
rebornmod:display_block_item:1395, Titanis Fossilized Skeleton
rebornmod:display_block_item:1397, Titanis Fresh Skeleton
rebornmod:display_block_item:320, Triceratops Action Figure
rebornmod:display_block_item:323, Triceratops Fossilized Skeleton
rebornmod:display_block_item:325, Triceratops Fresh Skeleton
rebornmod:display_block_item:880, Troodon Action Figure
rebornmod:display_block_item:883, Troodon Fossilized Skeleton
rebornmod:display_block_item:885, Troodon Fresh Skeleton
rebornmod:display_block_item:560, Tropeognathus Action Figure
rebornmod:display_block_item:563, Tropeognathus Fossilized Skeleton
rebornmod:display_block_item:565, Tropeognathus Fresh Skeleton
rebornmod:display_block_item:512, Tylosaurus Action Figure
rebornmod:display_block_item:515, Tylosaurus Fossilized Skeleton
rebornmod:display_block_item:517, Tylosaurus Fresh Skeleton
rebornmod:display_block_item:336, Tyrannosaurus Action Figure
rebornmod:display_block_item:339, Tyrannosaurus Fossilized Skeleton
rebornmod:display_block_item:341, Tyrannosaurus Fresh Skeleton
rebornmod:display_block_item:0, Velociraptor Action Figure
rebornmod:display_block_item:3, Velociraptor Fossilized Skeleton
rebornmod:display_block_item:5, Velociraptor Fresh Skeleton
rebornmod:display_block_item:864, Zhenyuanopterus Action Figure
rebornmod:display_block_item:867, Zhenyuanopterus Fossilized Skeleton
rebornmod:display_block_item:869, Zhenyuanopterus Fresh Skeleton
rebornmod:caudal_fin:2, Coelacanth Caudal Fin
rebornmod:caudal_fin:77, Mawsonia Caudal Fin
rebornmod:caudal_fin:43, Megapiranha Caudal Fin
rebornmod:horn:80, Sinoceratops Horn
rebornmod:horn:20, Triceratops Horn
rebornmod:cultivate_top:0, White Cultivator
rebornmod:cultivate_top:1, Orange Cultivator
rebornmod:cultivate_top:2, Magenta Cultivator
rebornmod:cultivate_top:3, Light Blue Cultivator
rebornmod:cultivate_top:4, Yellow Cultivator
rebornmod:cultivate_top:5, Lime Cultivator
rebornmod:cultivate_top:6, Pink Cultivator
rebornmod:cultivate_top:7, Gray Cultivator
rebornmod:cultivate_top:8, Light Gray Cultivator
rebornmod:cultivate_top:9, Cyan Cultivator
rebornmod:cultivate_top:10, Purple Cultivator
rebornmod:cultivate_top:11, Blue Cultivator
rebornmod:cultivate_top:12, Brown Cultivator
rebornmod:cultivate_top:13, Green Cultivator
rebornmod:cultivate_top:14, Red Cultivator
rebornmod:cultivate_top:15, Black Cultivator
rebornmod:calamites_slab:0, Calamites Slab
rebornmod:inner_teeth:58, Mosasaurus Inner Teeth
rebornmod:inner_teeth:32, Tylosaurus Inner Teeth
rebornmod:fine_net, Fine Net
rebornmod:dorsal_fin_fresh:22, Fresh Alligator Gar Dorsal Fin
rebornmod:dorsal_fin_fresh:12, Fresh Dunkleosteus Dorsal Fin
rebornmod:dorsal_fin_fresh:43, Fresh Megapiranha Dorsal Fin
rebornmod:spine:22, Alligator Gar Spine
rebornmod:spine:2, Coelacanth Spine
rebornmod:spine:12, Dunkleosteus Spine
rebornmod:spine:77, Mawsonia Spine
rebornmod:spine:43, Megapiranha Spine
rebornmod:spine:58, Mosasaurus Spine
rebornmod:spine:32, Tylosaurus Spine
rebornmod:breeding_wand, Breeding Wand
rebornmod:araucaria_fence, Araucaria Fence
rebornmod:peat, Peat
rebornmod:stamp_set, Stamp Set
rebornmod:cladochonus, Cladochonus
rebornmod:sea_lamprey, Sea Lamprey
rebornmod:ginkgo_stairs, Ginkgo Stairs
rebornmod:plankton, Plankton
rebornmod:graminidites_bambusoides, Graminidites Bambusoides
rebornmod:ribcage_fresh:6, Fresh Achillobator Ribcage
rebornmod:ribcage_fresh:73, Fresh Allosaurus Ribcage
rebornmod:ribcage_fresh:59, Fresh Alvarezsaurus Ribcage
rebornmod:ribcage_fresh:90, Fresh Ankylodocus Ribcage
rebornmod:ribcage_fresh:7, Fresh Ankylosaurus Ribcage
rebornmod:ribcage_fresh:29, Fresh Apatosaurus Ribcage
rebornmod:ribcage_fresh:81, Fresh Arsinoitherium Ribcage
rebornmod:ribcage_fresh:44, Fresh Baryonyx Ribcage
rebornmod:ribcage_fresh:60, Fresh Beelzebufo Ribcage
rebornmod:ribcage_fresh:38, Fresh Blue Ribcage
rebornmod:ribcage_fresh:4, Fresh Brachiosaurus Ribcage
rebornmod:ribcage_fresh:91, Fresh Camarasaurus Ribcage
rebornmod:ribcage_fresh:63, Fresh Carcharodontosaurus Ribcage
rebornmod:ribcage_fresh:11, Fresh Carnotaurus Ribcage
rebornmod:ribcage_fresh:45, Fresh Cearadactylus Ribcage
rebornmod:ribcage_fresh:61, Fresh Ceratosaurus Ribcage
rebornmod:ribcage_fresh:39, Fresh Charlie Ribcage
rebornmod:ribcage_fresh:47, Fresh Chasmosaurus Ribcage
rebornmod:ribcage_fresh:64, Fresh Chilesaurus Ribcage
rebornmod:ribcage_fresh:76, Fresh Coelurus Ribcage
rebornmod:ribcage_fresh:9, Fresh Compsognathus Ribcage
rebornmod:ribcage_fresh:48, Fresh Corythosaurus Ribcage
rebornmod:ribcage_fresh:65, Fresh Crassigyrinus Ribcage
rebornmod:ribcage_fresh:82, Fresh Deinotherium Ribcage
rebornmod:ribcage_fresh:40, Fresh Delta Ribcage
rebornmod:ribcage_fresh:8, Fresh Dilophosaurus Ribcage
rebornmod:ribcage_fresh:66, Fresh Diplocaulus Ribcage
rebornmod:ribcage_fresh:89, Fresh Diplodocus Ribcage
rebornmod:ribcage_fresh:26, Fresh Dodo Ribcage
rebornmod:ribcage_fresh:79, Fresh Dreadnoughtus Ribcage
rebornmod:ribcage_fresh:41, Fresh Echo Ribcage
rebornmod:ribcage_fresh:49, Fresh Edmontosaurus Ribcage
rebornmod:ribcage_fresh:83, Fresh Elasmotherium Ribcage
rebornmod:ribcage_fresh:10, Fresh Gallimimus Ribcage
rebornmod:ribcage_fresh:13, Fresh Giganotosaurus Ribcage
rebornmod:ribcage_fresh:67, Fresh Guanlong Ribcage
rebornmod:ribcage_fresh:37, Fresh Herrerasaurus Ribcage
rebornmod:ribcage_fresh:68, Fresh Hyaenodon Ribcage
rebornmod:ribcage_fresh:25, Fresh Hypsilophodon Ribcage
rebornmod:ribcage_fresh:15, Fresh Indominus Ribcage
rebornmod:ribcage_fresh:78, Fresh Indoraptor Ribcage
rebornmod:ribcage_fresh:50, Fresh Lambeosaurus Ribcage
rebornmod:ribcage_fresh:36, Fresh Leaellynasaura Ribcage
rebornmod:ribcage_fresh:27, Fresh Leptictidium Ribcage
rebornmod:ribcage_fresh:33, Fresh Ludodactylus Ribcage
rebornmod:ribcage_fresh:16, Fresh Majungasaurus Ribcage
rebornmod:ribcage_fresh:46, Fresh Mamenchisaurus Ribcage
rebornmod:ribcage_fresh:74, Fresh Mammoth Ribcage
rebornmod:ribcage_fresh:84, Fresh Megatherium Ribcage
rebornmod:ribcage_fresh:51, Fresh Metriacanthosaurus Ribcage
rebornmod:ribcage_fresh:28, Fresh Microceratus Ribcage
rebornmod:ribcage_fresh:3, Fresh Microraptor Ribcage
rebornmod:ribcage_fresh:52, Fresh Moganopterus Ribcage
rebornmod:ribcage_fresh:58, Fresh Mosasaurus Ribcage
rebornmod:ribcage_fresh:5, Fresh Mussaurus Ribcage
rebornmod:ribcage_fresh:53, Fresh Ornithomimus Ribcage
rebornmod:ribcage_fresh:30, Fresh Othnielia Ribcage
rebornmod:ribcage_fresh:57, Fresh Oviraptor Ribcage
rebornmod:ribcage_fresh:56, Fresh Pachycephalosaurus Ribcage
rebornmod:ribcage_fresh:14, Fresh Parasaurolophus Ribcage
rebornmod:ribcage_fresh:70, Fresh Postosuchus Ribcage
rebornmod:ribcage_fresh:62, Fresh Proceratosaurus Ribcage
rebornmod:ribcage_fresh:34, Fresh Protoceratops Ribcage
rebornmod:ribcage_fresh:17, Fresh Pteranodon Ribcage
rebornmod:ribcage_fresh:75, Fresh Quetzalcoatlus Ribcage
rebornmod:ribcage_fresh:86, Fresh Raphus Rex Ribcage
rebornmod:ribcage_fresh:18, Fresh Rugops Ribcage
rebornmod:ribcage_fresh:19, Fresh Segisaurus Ribcage
rebornmod:ribcage_fresh:80, Fresh Sinoceratops Ribcage
rebornmod:ribcage_fresh:85, Fresh Smilodon Ribcage
rebornmod:ribcage_fresh:88, Fresh Spinoraptor Ribcage
rebornmod:ribcage_fresh:24, Fresh Spinosaurus Ribcage
rebornmod:ribcage_fresh:23, Fresh Stegosaurus Ribcage
rebornmod:ribcage_fresh:71, Fresh Styracosaurus Ribcage
rebornmod:ribcage_fresh:72, Fresh Suchomimus Ribcage
rebornmod:ribcage_fresh:42, Fresh Therizinosaurus Ribcage
rebornmod:ribcage_fresh:87, Fresh Titanis Ribcage
rebornmod:ribcage_fresh:20, Fresh Triceratops Ribcage
rebornmod:ribcage_fresh:55, Fresh Troodon Ribcage
rebornmod:ribcage_fresh:35, Fresh Tropeognathus Ribcage
rebornmod:ribcage_fresh:32, Fresh Tylosaurus Ribcage
